Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	Mono/Macro	Monocyte	EIF4A2	-0.5	38.4	1.89e-14
0	Immune cells	Mono/Macro	Monocyte	ATP6V0B	0.59	56.2	1.91e-14
0	Immune cells	Mono/Macro	Monocyte	SEC11A	0.47	69.0	1.91e-14
0	Immune cells	Mono/Macro	Monocyte	IFITM1	-0.5	1.1	2.58e-14
0	Immune cells	Mono/Macro	Monocyte	BIN2	-0.59	24.2	2.66e-14
0	Immune cells	Mono/Macro	Monocyte	CD69	-0.54	1.1	2.81e-14
0	Immune cells	Mono/Macro	Monocyte	GZMB	-1.36	7.1	2.82e-14
0	Immune cells	Mono/Macro	Monocyte	EEF2	-0.4	79.4	2.88e-14
0	Immune cells	Mono/Macro	Monocyte	NFE2	0.54	23.1	2.89e-14
0	Immune cells	Mono/Macro	Monocyte	SRSF5	-0.5	39.1	3.11e-14
0	Immune cells	Mono/Macro	Monocyte	SPG21	0.54	50.5	3.3e-14
0	Immune cells	Mono/Macro	Monocyte	CTSB	0.52	53.4	3.83e-14
0	Immune cells	Mono/Macro	Monocyte	PRKCQ-AS1	-0.6	1.4	3.91e-14
0	Immune cells	Mono/Macro	Monocyte	SPON2	-0.86	2.1	4.16e-14
0	Immune cells	Mono/Macro	Monocyte	ALOX5	0.54	33.8	4.23e-14
0	Immune cells	Mono/Macro	Monocyte	SLC38A1	-0.54	1.1	4.28e-14
0	Immune cells	Mono/Macro	Monocyte	SIRPB1	0.43	23.5	4.95e-14
0	Immune cells	Mono/Macro	Monocyte	PRKCH	-0.54	2.1	5.05e-14
0	Immune cells	Mono/Macro	Monocyte	ITM2A	-0.56	1.4	5.18e-14
0	Immune cells	Mono/Macro	Monocyte	CARS2	0.53	27.0	5.18e-14
0	Immune cells	Mono/Macro	Monocyte	IFNGR2	0.5	39.5	5.47e-14
0	Immune cells	Mono/Macro	Monocyte	SUN2	-0.55	11.0	5.84e-14
0	Immune cells	Mono/Macro	Monocyte	CCR2	0.45	27.4	7.86e-14
0	Immune cells	Mono/Macro	Monocyte	TRAT1	-0.58	1.4	7.87e-14
0	Immune cells	Mono/Macro	Monocyte	BCL11B	-0.51	1.1	8.14e-14
0	Immune cells	Mono/Macro	Monocyte	GNLY	-2.37	12.1	1.1e-13
0	Immune cells	Mono/Macro	Monocyte	HCK	0.51	36.7	1.11e-13
0	Immune cells	Mono/Macro	Monocyte	CALM1	-0.56	48.8	1.12e-13
0	Immune cells	Mono/Macro	Monocyte	LRP1	0.47	26.7	1.16e-13
0	Immune cells	Mono/Macro	Monocyte	HSD17B11	0.56	58.0	1.16e-13
0	Immune cells	Mono/Macro	Monocyte	DPYSL2	0.53	39.1	1.18e-13
0	Immune cells	Mono/Macro	Monocyte	SKAP2	0.49	46.3	1.28e-13
0	Immune cells	Mono/Macro	Monocyte	DAZAP2	0.51	73.0	1.29e-13
0	Immune cells	Mono/Macro	Monocyte	RPL36	-0.28	98.9	1.51e-13
0	Immune cells	Mono/Macro	Monocyte	ARHGAP15	-0.5	7.5	1.6e-13
0	Immune cells	Mono/Macro	Monocyte	RAC2	-0.5	38.1	2.03e-13
0	Immune cells	Mono/Macro	Monocyte	CMPK1	-0.51	19.6	2.07e-13
0	Immune cells	Mono/Macro	Monocyte	PLP2	0.46	60.1	3.87e-13
0	Immune cells	Mono/Macro	Monocyte	PRDM1	-0.54	2.1	4.73e-13
0	Immune cells	Mono/Macro	Monocyte	TNFSF10	0.51	42.0	4.83e-13
0	Immune cells	Mono/Macro	Monocyte	COX6B1	0.34	87.9	4.83e-13
0	Immune cells	Mono/Macro	Monocyte	RAB3D	0.49	31.0	5.15e-13
0	Immune cells	Mono/Macro	Monocyte	PIM1	-0.51	11.0	5.73e-13
0	Immune cells	Mono/Macro	Monocyte	SULF2	0.47	26.3	6.85e-13
0	Immune cells	Mono/Macro	Monocyte	GRAP2	-0.54	2.5	7.21e-13
0	Immune cells	Mono/Macro	Monocyte	ID2	-0.73	32.4	9.88e-13
0	Immune cells	Mono/Macro	Monocyte	PABPC1	0.28	97.9	1.05e-12
0	Immune cells	Mono/Macro	Monocyte	KLRB1	-1.29	2.8	1.18e-12
0	Immune cells	Mono/Macro	Monocyte	GIMAP5	-0.54	8.5	1.21e-12
0	Immune cells	Mono/Macro	Monocyte	AAK1	-0.5	16.7	1.54e-12
0	Immune cells	Mono/Macro	Monocyte	PPP2R5C	-0.49	18.9	1.95e-12
0	Immune cells	Mono/Macro	Monocyte	HNMT	0.43	32.0	1.99e-12
0	Immune cells	Mono/Macro	Monocyte	IQGAP1	0.57	56.2	2.17e-12
0	Immune cells	Mono/Macro	Monocyte	CTSZ	0.48	39.9	2.42e-12
0	Immune cells	Mono/Macro	Monocyte	ARPC5L	-0.47	7.5	2.54e-12
0	Immune cells	Mono/Macro	Monocyte	TIMP1	0.38	58.0	2.92e-12
0	Immune cells	Mono/Macro	Monocyte	SNX10	0.56	40.9	3.3e-12
0	Immune cells	Mono/Macro	Monocyte	HK3	0.35	16.7	3.55e-12
0	Immune cells	Mono/Macro	Monocyte	LCP1	0.47	74.7	3.66e-12
0	Immune cells	Mono/Macro	Monocyte	CHP1	0.5	35.6	3.84e-12
0	Immune cells	Mono/Macro	Monocyte	DUSP2	-0.67	1.4	3.91e-12
0	Immune cells	Mono/Macro	Monocyte	ARHGEF1	-0.49	10.7	3.95e-12
0	Immune cells	Mono/Macro	Monocyte	IDH2	-0.49	10.3	3.99e-12
0	Immune cells	Mono/Macro	Monocyte	RP2	0.49	22.1	4.09e-12
0	Immune cells	Mono/Macro	Monocyte	KLF2	-0.48	21.0	4.39e-12
0	Immune cells	Mono/Macro	Monocyte	CRTAP	0.52	42.3	5.2e-12
0	Immune cells	Mono/Macro	Monocyte	CD27	-0.52	1.8	5.59e-12
0	Immune cells	Mono/Macro	Monocyte	PLXDC2	0.48	26.0	6.7e-12
0	Immune cells	Mono/Macro	Monocyte	CMTM6	0.48	51.6	7.37e-12
0	Immune cells	Mono/Macro	Monocyte	OCIAD2	-0.41	1.8	7.42e-12
0	Immune cells	Mono/Macro	Monocyte	ATP6V0E1	0.36	80.4	7.73e-12
0	Immune cells	Mono/Macro	Monocyte	PTGER2	-0.55	7.1	8.62e-12
0	Immune cells	Mono/Macro	Monocyte	HSPE1	-0.43	10.7	9.11e-12
0	Immune cells	Mono/Macro	Monocyte	LILRB2	0.43	29.5	9.21e-12
0	Immune cells	Mono/Macro	Monocyte	LGALS9	0.44	41.6	9.53e-12
0	Immune cells	Mono/Macro	Monocyte	PEBP1	-0.48	10.3	9.79e-12
0	Immune cells	Mono/Macro	Monocyte	CLIC3	-0.66	1.1	1.05e-11
0	Immune cells	Mono/Macro	Monocyte	GRINA	0.56	34.9	1.16e-11
0	Immune cells	Mono/Macro	Monocyte	SIT1	-0.47	1.8	1.18e-11
0	Immune cells	Mono/Macro	Monocyte	MARC1	0.33	15.7	1.34e-11
0	Immune cells	Mono/Macro	Monocyte	ROGDI	0.45	28.5	1.42e-11
0	Immune cells	Mono/Macro	Monocyte	HSP90AB1	-0.42	27.4	1.76e-11
0	Immune cells	Mono/Macro	Monocyte	TMEM170B	0.43	21.7	1.83e-11
0	Immune cells	Mono/Macro	Monocyte	TSTD1	-0.47	4.6	1.85e-11
0	Immune cells	Mono/Macro	Monocyte	CDC25B	-0.45	1.1	1.87e-11
0	Immune cells	Mono/Macro	Monocyte	CD163	0.46	31.3	1.93e-11
0	Immune cells	Mono/Macro	Monocyte	DENND2D	-0.49	5.0	2.2e-11
0	Immune cells	Mono/Macro	Monocyte	RPS8	-0.25	98.2	2.25e-11
0	Immune cells	Mono/Macro	Monocyte	SVIP	-0.43	3.9	2.38e-11
0	Immune cells	Mono/Macro	Monocyte	FES	0.41	27.4	2.7e-11
0	Immune cells	Mono/Macro	Monocyte	ACTR2	0.5	68.7	2.77e-11
0	Immune cells	Mono/Macro	Monocyte	HNRNPA0	-0.38	18.1	3.52e-11
0	Immune cells	Mono/Macro	Monocyte	DOK3	0.44	21.7	4.02e-11
0	Immune cells	Mono/Macro	Monocyte	ANXA5	0.49	51.2	4.13e-11
0	Immune cells	Mono/Macro	Monocyte	PTPN4	-0.51	3.9	4.44e-11
0	Immune cells	Mono/Macro	Monocyte	PPIA	-0.38	64.8	5.22e-11
0	Immune cells	Mono/Macro	Monocyte	CPVL	0.47	34.5	5.28e-11
0	Immune cells	Mono/Macro	Monocyte	ZFAND5	0.48	41.3	5.48e-11
0	Immune cells	Mono/Macro	Monocyte	PILRA	0.44	29.2	5.66e-11
0	Immune cells	Mono/Macro	Monocyte	RHOA	0.35	82.9	5.77e-11
0	Immune cells	Mono/Macro	Monocyte	HLA-B	-0.26	100.0	5.77e-11
0	Immune cells	Mono/Macro	Monocyte	MTMR11	0.37	20.6	6.31e-11
0	Immune cells	Mono/Macro	Monocyte	RP11-166O4.6	-0.49	25.3	7.34e-11
0	Immune cells	Mono/Macro	Monocyte	UCP2	-0.42	39.9	7.49e-11
0	Immune cells	Mono/Macro	Monocyte	PGK1	0.41	62.3	7.86e-11
0	Immune cells	Mono/Macro	Monocyte	BTN3A2	-0.44	15.7	7.96e-11
0	Immune cells	Mono/Macro	Monocyte	RPA2	-0.39	3.2	8.31e-11
0	Immune cells	Mono/Macro	Monocyte	ITM2B	0.28	88.3	8.31e-11
0	Immune cells	Mono/Macro	Monocyte	DPYD	0.47	35.6	9.49e-11
0	Immune cells	Mono/Macro	Monocyte	LGALS3	0.49	49.5	1e-10
0	Immune cells	Mono/Macro	Monocyte	ATPIF1	-0.45	20.6	1.16e-10
0	Immune cells	Mono/Macro	Monocyte	PNISR	-0.4	37.0	1.18e-10
0	Immune cells	Mono/Macro	Monocyte	IL17RA	0.53	36.7	1.2e-10
0	Immune cells	Mono/Macro	Monocyte	LILRA2	0.38	27.8	1.25e-10
0	Immune cells	Mono/Macro	Monocyte	UBE2D1	0.49	38.8	1.31e-10
0	Immune cells	Mono/Macro	Monocyte	C1orf162	0.42	68.0	1.43e-10
0	Immune cells	Mono/Macro	Monocyte	ARID5B	-0.45	0.7	1.46e-10
0	Immune cells	Mono/Macro	Monocyte	NOP10	0.48	60.5	1.51e-10
0	Immune cells	Mono/Macro	Monocyte	LILRA6	0.39	18.5	1.55e-10
0	Immune cells	Mono/Macro	Monocyte	IFNGR1	0.51	42.0	1.58e-10
0	Immune cells	Mono/Macro	Monocyte	COX4I1	0.3	94.7	1.73e-10
0	Immune cells	Mono/Macro	Monocyte	MS4A7	0.46	34.2	1.8e-10
0	Immune cells	Mono/Macro	Monocyte	ODF2L	-0.36	0.7	1.87e-10
0	Immune cells	Mono/Macro	Monocyte	PTPLAD2	0.49	44.5	1.91e-10
0	Immune cells	Mono/Macro	Monocyte	ZNF467	0.36	18.5	2.05e-10
0	Immune cells	Mono/Macro	Monocyte	LY86	0.47	40.6	2.12e-10
0	Immune cells	Mono/Macro	Monocyte	GTF3A	-0.4	26.7	2.19e-10
0	Immune cells	Mono/Macro	Monocyte	CCNY	0.48	34.5	2.31e-10
0	Immune cells	Mono/Macro	Monocyte	PADI4	0.28	16.0	2.31e-10
0	Immune cells	Mono/Macro	Monocyte	TCF7	-0.46	2.8	2.34e-10
0	Immune cells	Mono/Macro	Monocyte	LILRA3	0.39	19.9	2.41e-10
0	Immune cells	Mono/Macro	Monocyte	SH2D1A	-0.41	1.1	2.46e-10
0	Immune cells	Mono/Macro	Monocyte	SGMS2	0.35	18.5	2.49e-10
0	Immune cells	Mono/Macro	Monocyte	CSF2RA	0.37	21.0	2.87e-10
0	Immune cells	Mono/Macro	Monocyte	ATOX1	0.45	42.0	2.94e-10
0	Immune cells	Mono/Macro	Monocyte	RP11-94L15.2	-0.42	1.1	3.03e-10
0	Immune cells	Mono/Macro	Monocyte	CD300E	0.49	24.9	3.15e-10
0	Immune cells	Mono/Macro	Monocyte	OFD1	-0.36	2.1	3.32e-10
0	Immune cells	Mono/Macro	Monocyte	ACAP2	0.47	41.6	3.33e-10
0	Immune cells	Mono/Macro	Monocyte	AHNAK	0.42	58.7	3.36e-10
0	Immune cells	Mono/Macro	Monocyte	ITGB7	-0.45	4.6	3.48e-10
0	Immune cells	Mono/Macro	Monocyte	PSME2	-0.42	26.3	3.92e-10
0	Immune cells	Mono/Macro	Monocyte	CLEC4D	0.34	15.7	4.19e-10
0	Immune cells	Mono/Macro	Monocyte	CALR	-0.5	28.5	4.21e-10
0	Immune cells	Mono/Macro	Monocyte	RASGRP1	-0.36	0.0	4.23e-10
0	Immune cells	Mono/Macro	Monocyte	CALM2	0.37	82.9	4.73e-10
0	Immune cells	Mono/Macro	Monocyte	C9orf78	-0.36	16.0	5.21e-10
0	Immune cells	Mono/Macro	Monocyte	CD6	-0.44	2.8	5.73e-10
0	Immune cells	Mono/Macro	Monocyte	FCGR3A	-0.64	5.7	5.85e-10
0	Immune cells	Mono/Macro	Monocyte	FAIM3	-0.43	0.7	5.94e-10
0	Immune cells	Mono/Macro	Monocyte	ANXA2R	-0.4	1.8	6e-10
0	Immune cells	Mono/Macro	Monocyte	SNRPD2	-0.39	53.0	6.2e-10
0	Immune cells	Mono/Macro	Monocyte	TC2N	-0.37	0.0	6.38e-10
0	Immune cells	Mono/Macro	Monocyte	CYTIP	-0.39	16.7	7.59e-10
0	Immune cells	Mono/Macro	Monocyte	TMEM66	-0.37	55.5	8.07e-10
0	Immune cells	Mono/Macro	Monocyte	PLXNB2	0.39	18.1	8.27e-10
0	Immune cells	Mono/Macro	Monocyte	PKM	0.41	63.0	8.27e-10
0	Immune cells	Mono/Macro	Monocyte	ALDH1A1	0.38	20.6	8.93e-10
0	Immune cells	Mono/Macro	Monocyte	PLEKHF1	-0.41	0.7	9.07e-10
0	Immune cells	Mono/Macro	Monocyte	MAP3K1	0.47	29.5	9.07e-10
0	Immune cells	Mono/Macro	Monocyte	GM2A	0.43	24.6	9.25e-10
0	Immune cells	Mono/Macro	Monocyte	FOLR3	0.26	10.7	9.61e-10
0	Immune cells	Mono/Macro	Monocyte	VNN1	0.35	14.9	9.98e-10
0	Immune cells	Mono/Macro	Monocyte	EOMES	-0.44	0.4	1.04e-09
0	Immune cells	Mono/Macro	Monocyte	CECR1	0.41	35.9	1.09e-09
0	Immune cells	Mono/Macro	Monocyte	ANXA2	0.43	63.3	1.13e-09
0	Immune cells	Mono/Macro	Monocyte	PRMT2	-0.42	23.1	1.14e-09
0	Immune cells	Mono/Macro	Monocyte	QKI	0.44	33.8	1.26e-09
0	Immune cells	Mono/Macro	Monocyte	HMOX2	-0.38	4.6	1.31e-09
0	Immune cells	Mono/Macro	Monocyte	PDCD4	-0.41	6.8	1.38e-09
0	Immune cells	Mono/Macro	Monocyte	SLC24A4	0.29	13.9	1.46e-09
0	Immune cells	Mono/Macro	Monocyte	RUNX3	-0.43	5.0	1.57e-09
0	Immune cells	Mono/Macro	Monocyte	MED10	-0.37	7.8	1.66e-09
0	Immune cells	Mono/Macro	Monocyte	TLR8	0.37	21.0	1.78e-09
0	Immune cells	Mono/Macro	Monocyte	PDXK	0.33	19.2	1.9e-09
0	Immune cells	Mono/Macro	Monocyte	ZEB2	0.4	49.8	2.17e-09
0	Immune cells	Mono/Macro	Monocyte	TTC38	-0.39	0.0	2.18e-09
0	Immune cells	Mono/Macro	Monocyte	LINC00937	0.31	17.1	2.26e-09
0	Immune cells	Mono/Macro	Monocyte	HINT1	-0.34	61.6	2.5e-09
0	Immune cells	Mono/Macro	Monocyte	NUCB2	-0.4	2.5	2.95e-09
0	Immune cells	Mono/Macro	Monocyte	PYGL	0.47	21.4	3.12e-09
0	Immune cells	Mono/Macro	Monocyte	IGSF6	0.42	26.0	3.15e-09
0	Immune cells	Mono/Macro	Monocyte	PTEN	0.53	40.9	3.32e-09
0	Immune cells	Mono/Macro	Monocyte	ITK	-0.36	0.4	3.41e-09
0	Immune cells	Mono/Macro	Monocyte	PADI2	0.28	11.4	3.45e-09
0	Immune cells	Mono/Macro	Monocyte	KLRF1	-0.61	1.4	3.76e-09
0	Immune cells	Mono/Macro	Monocyte	XCL2	-0.47	0.4	3.84e-09
0	Immune cells	Mono/Macro	Monocyte	PHC2	0.38	24.6	3.94e-09
0	Immune cells	Mono/Macro	Monocyte	CCDC88C	-0.45	12.5	4.04e-09
0	Immune cells	Mono/Macro	Monocyte	NDUFA11	0.39	68.3	4.39e-09
0	Immune cells	Mono/Macro	Monocyte	RAB32	0.48	27.8	4.46e-09
0	Immune cells	Mono/Macro	Monocyte	TAF7	-0.3	10.0	4.48e-09
0	Immune cells	Mono/Macro	Monocyte	NDUFB7	0.38	63.3	4.48e-09
0	Immune cells	Mono/Macro	Monocyte	SERP1	0.33	80.1	4.6e-09
0	Immune cells	Mono/Macro	Monocyte	RASAL3	-0.36	5.3	5.04e-09
0	Immune cells	Mono/Macro	Monocyte	PTPN7	-0.37	2.1	5.59e-09
0	Immune cells	Mono/Macro	Monocyte	SLFN5	-0.41	3.6	5.9e-09
0	Immune cells	Mono/Macro	Monocyte	HLA-DPB1	-0.69	47.0	6.19e-09
0	Immune cells	Mono/Macro	Monocyte	CSF2RB	0.38	15.7	6.3e-09
0	Immune cells	Mono/Macro	Monocyte	CAST	0.41	61.2	6.47e-09
0	Immune cells	Mono/Macro	Monocyte	GCC2	-0.37	7.1	7.05e-09
0	Immune cells	Mono/Macro	Monocyte	LAT2	0.4	28.8	7.57e-09
0	Immune cells	Mono/Macro	Monocyte	IL2RB	-0.45	0.4	7.6e-09
0	Immune cells	Mono/Macro	Monocyte	FLT3LG	-0.33	1.1	7.71e-09
0	Immune cells	Mono/Macro	Monocyte	CD33	0.39	26.0	7.99e-09
0	Immune cells	Mono/Macro	Monocyte	UQCRQ	0.41	63.7	8.37e-09
0	Immune cells	Mono/Macro	Monocyte	ATP5D	0.37	73.7	8.95e-09
0	Immune cells	Mono/Macro	Monocyte	STAT4	-0.35	0.0	8.99e-09
0	Immune cells	Mono/Macro	Monocyte	PRDX2	-0.32	12.1	9.79e-09
0	Immune cells	Mono/Macro	Monocyte	RAP1B	-0.49	47.0	1.02e-08
0	Immune cells	Mono/Macro	Monocyte	PARP1	-0.36	5.0	1.04e-08
0	Immune cells	Mono/Macro	Monocyte	LYST	0.42	37.4	1.09e-08
0	Immune cells	Mono/Macro	Monocyte	PSMB9	-0.39	39.9	1.15e-08
0	Immune cells	Mono/Macro	Monocyte	TTC19	-0.36	6.4	1.19e-08
0	Immune cells	Mono/Macro	Monocyte	TNFRSF1B	0.43	45.9	1.19e-08
0	Immune cells	Mono/Macro	Monocyte	FCGR1A	0.32	20.6	1.19e-08
0	Immune cells	Mono/Macro	Monocyte	HLA-DQB1	-0.55	11.7	1.22e-08
0	Immune cells	Mono/Macro	Monocyte	EIF4A1	0.37	72.6	1.25e-08
0	Immune cells	Mono/Macro	Monocyte	SEC11C	-0.33	5.3	1.28e-08
0	Immune cells	Mono/Macro	Monocyte	GNAI2	0.39	62.6	1.32e-08
0	Immune cells	Mono/Macro	Monocyte	RNF149	0.47	48.4	1.32e-08
0	Immune cells	Mono/Macro	Monocyte	ATP5I	0.35	74.4	1.33e-08
0	Immune cells	Mono/Macro	Monocyte	GPR171	-0.36	0.0	1.33e-08
0	Immune cells	Mono/Macro	Monocyte	CD160	-0.46	0.0	1.33e-08
0	Immune cells	Mono/Macro	Monocyte	RBM47	0.36	23.1	1.39e-08
0	Immune cells	Mono/Macro	Monocyte	MRPL33	0.4	52.0	1.4e-08
0	Immune cells	Mono/Macro	Monocyte	SOX4	0.42	22.8	1.4e-08
0	Immune cells	Mono/Macro	Monocyte	XRN2	0.44	43.1	1.55e-08
0	Immune cells	Mono/Macro	Monocyte	LYN	0.41	37.0	1.57e-08
0	Immune cells	Mono/Macro	Monocyte	SEPT7	-0.35	27.4	1.77e-08
0	Immune cells	Mono/Macro	Monocyte	MZT2A	-0.39	15.7	1.78e-08
0	Immune cells	Mono/Macro	Monocyte	GPR56	-0.46	0.4	1.79e-08
0	Immune cells	Mono/Macro	Monocyte	P2RY13	0.4	26.7	1.83e-08
0	Immune cells	Mono/Macro	Monocyte	ODC1	-0.51	8.2	1.92e-08
0	Immune cells	Mono/Macro	Monocyte	OGFRL1	0.44	29.9	1.92e-08
0	Immune cells	Mono/Macro	Monocyte	S1PR4	-0.38	17.4	1.93e-08
0	Immune cells	Mono/Macro	Monocyte	GNAQ	0.39	31.3	2.09e-08
0	Immune cells	Mono/Macro	Monocyte	PIM2	-0.34	0.4	2.09e-08
0	Immune cells	Mono/Macro	Monocyte	BUB3	-0.34	12.5	2.13e-08
0	Immune cells	Mono/Macro	Monocyte	CCR1	0.38	24.2	2.3e-08
0	Immune cells	Mono/Macro	Monocyte	GNS	0.39	28.1	2.32e-08
0	Immune cells	Mono/Macro	Monocyte	AZI2	0.42	30.2	2.41e-08
0	Immune cells	Mono/Macro	Monocyte	TUBA4A	-0.52	14.2	2.46e-08
0	Immune cells	Mono/Macro	Monocyte	RASSF3	0.43	33.8	2.52e-08
0	Immune cells	Mono/Macro	Monocyte	PDLIM7	0.28	15.7	2.66e-08
0	Immune cells	Mono/Macro	Monocyte	GBP5	-0.37	0.7	2.84e-08
0	Immune cells	Mono/Macro	Monocyte	PLAUR	0.35	16.7	2.91e-08
0	Immune cells	Mono/Macro	Monocyte	SELL	0.41	51.2	3.01e-08
0	Immune cells	Mono/Macro	Monocyte	COX8A	0.32	75.1	3.11e-08
0	Immune cells	Mono/Macro	Monocyte	YWHAQ	-0.4	21.0	3.17e-08
0	Immune cells	Mono/Macro	Monocyte	NINJ1	0.43	27.8	3.17e-08
0	Immune cells	Mono/Macro	Monocyte	METTL7A	0.36	27.8	3.73e-08
0	Immune cells	Mono/Macro	Monocyte	LAMTOR1	0.38	59.4	4.1e-08
0	Immune cells	Mono/Macro	Monocyte	CCR7	-0.43	0.7	4.11e-08
0	Immune cells	Mono/Macro	Monocyte	HLA-F	-0.35	20.3	4.24e-08
0	Immune cells	Mono/Macro	Monocyte	RHOF	-0.37	9.3	4.33e-08
0	Immune cells	Mono/Macro	Monocyte	DSTN	-0.42	15.7	4.45e-08
0	Immune cells	Mono/Macro	Monocyte	SELM	-0.28	1.1	4.45e-08
0	Immune cells	Mono/Macro	Monocyte	PBXIP1	-0.32	3.6	4.5e-08
0	Immune cells	Mono/Macro	Monocyte	ODF3B	0.41	26.3	4.71e-08
0	Immune cells	Mono/Macro	Monocyte	PSIP1	-0.37	7.1	4.8e-08
0	Immune cells	Mono/Macro	Monocyte	ENTPD1	0.4	28.8	5.42e-08
0	Immune cells	Mono/Macro	Monocyte	NUMB	0.42	35.9	5.5e-08
0	Immune cells	Mono/Macro	Monocyte	TSEN54	-0.35	1.4	5.55e-08
0	Immune cells	Mono/Macro	Monocyte	FKBP11	-0.37	3.9	6.24e-08
0	Immune cells	Mono/Macro	Monocyte	IFI27L2	0.42	44.8	6.24e-08
0	Immune cells	Mono/Macro	Monocyte	NCF4	0.4	23.1	6.37e-08
0	Immune cells	Mono/Macro	Monocyte	PTPRE	0.41	37.7	6.53e-08
0	Immune cells	Mono/Macro	Monocyte	NCR3	-0.33	0.7	6.57e-08
0	Immune cells	Mono/Macro	Monocyte	MIR142	-0.39	16.7	6.78e-08
0	Immune cells	Mono/Macro	Monocyte	HSPB1	-0.3	7.5	6.95e-08
0	Immune cells	Mono/Macro	Monocyte	HIF1A	0.43	26.7	7e-08
0	Immune cells	Mono/Macro	Monocyte	NPL	0.37	18.5	7.31e-08
0	Immune cells	Mono/Macro	Monocyte	LDLRAP1	-0.32	2.1	7.48e-08
0	Immune cells	Mono/Macro	Monocyte	FCRL6	-0.37	1.1	8.07e-08
0	Immune cells	Mono/Macro	Monocyte	CLEC2B	-0.35	16.0	8.27e-08
0	Immune cells	Mono/Macro	Monocyte	STOM	-0.4	5.3	8.38e-08
0	Immune cells	Mono/Macro	Monocyte	ZYX	0.41	43.4	8.99e-08
0	Immune cells	Mono/Macro	Monocyte	COX5B	0.33	72.2	8.99e-08
0	Immune cells	Mono/Macro	Monocyte	IL6R	0.41	26.0	1.02e-07
0	Immune cells	Mono/Macro	Monocyte	PLSCR1	0.32	28.5	1.03e-07
0	Immune cells	Mono/Macro	Monocyte	ATP5EP2	0.44	49.8	1.03e-07
0	Immune cells	Mono/Macro	Monocyte	APAF1	0.37	19.6	1.03e-07
0	Immune cells	Mono/Macro	Monocyte	PDLIM1	-0.4	3.9	1.08e-07
0	Immune cells	Mono/Macro	Monocyte	NACC2	0.3	19.2	1.09e-07
0	Immune cells	Mono/Macro	Monocyte	SPTSSA	0.41	24.6	1.1e-07
0	Immune cells	Mono/Macro	Monocyte	PITPNC1	-0.31	2.5	1.14e-07
0	Immune cells	Mono/Macro	Monocyte	CD79B	-0.47	1.4	1.14e-07
0	Immune cells	Mono/Macro	Monocyte	GAS7	0.35	23.5	1.19e-07
0	Immune cells	Mono/Macro	Monocyte	SF1	-0.27	24.2	1.22e-07
0	Immune cells	Mono/Macro	Monocyte	POLR2J3	-0.34	9.3	1.26e-07
0	Immune cells	Mono/Macro	Monocyte	CSGALNACT2	0.36	24.9	1.26e-07
0	Immune cells	Mono/Macro	Monocyte	SOCS1	-0.33	0.7	1.39e-07
0	Immune cells	Mono/Macro	Monocyte	MIAT	-0.34	1.1	1.39e-07
0	Immune cells	Mono/Macro	Monocyte	THEMIS	-0.28	0.0	1.41e-07
0	Immune cells	Mono/Macro	Monocyte	BIRC3	-0.41	4.3	1.43e-07
0	Immune cells	Mono/Macro	Monocyte	POLR2L	0.3	73.3	1.44e-07
0	Immune cells	Mono/Macro	Monocyte	RICTOR	-0.32	7.5	1.45e-07
0	Immune cells	Mono/Macro	Monocyte	NPTN	0.4	21.7	1.49e-07
0	Immune cells	Mono/Macro	Monocyte	CHMP4A	-0.32	19.9	1.51e-07
0	Immune cells	Mono/Macro	Monocyte	TXK	-0.38	0.7	1.51e-07
0	Immune cells	Mono/Macro	Monocyte	AHR	0.37	23.5	1.6e-07
0	Immune cells	Mono/Macro	Monocyte	S1PR1	-0.31	0.4	1.6e-07
0	Immune cells	Mono/Macro	Monocyte	SAT2	0.47	38.1	1.63e-07
0	Immune cells	Mono/Macro	Monocyte	TMEM205	0.38	26.0	1.77e-07
0	Immune cells	Mono/Macro	Monocyte	LMNB1	0.26	14.6	1.8e-07
0	Immune cells	Mono/Macro	Monocyte	NOSIP	-0.45	17.8	1.84e-07
0	Immune cells	Mono/Macro	Monocyte	CD1D	0.29	22.4	1.88e-07
0	Immune cells	Mono/Macro	Monocyte	HLA-DPA1	-0.66	41.6	1.89e-07
0	Immune cells	Mono/Macro	Monocyte	CCL3	-0.53	0.4	1.92e-07
0	Immune cells	Mono/Macro	Monocyte	MAP4K1	-0.29	2.8	2.12e-07
0	Immune cells	Mono/Macro	Monocyte	TECR	-0.36	6.8	2.14e-07
0	Immune cells	Mono/Macro	Monocyte	CATSPER1	0.34	18.9	2.15e-07
0	Immune cells	Mono/Macro	Monocyte	COX6C	-0.27	45.9	2.22e-07
0	Immune cells	Mono/Macro	Monocyte	SH2D2A	-0.3	0.4	2.25e-07
0	Immune cells	Mono/Macro	Monocyte	NAGK	0.45	35.9	2.32e-07
0	Immune cells	Mono/Macro	Monocyte	CCDC107	-0.34	8.5	2.36e-07
0	Immune cells	Mono/Macro	Monocyte	PICALM	0.36	29.5	2.37e-07
0	Immune cells	Mono/Macro	Monocyte	ZNF106	0.46	36.3	2.47e-07
0	Immune cells	Mono/Macro	Monocyte	MGST2	0.33	22.1	2.62e-07
0	Immune cells	Mono/Macro	Monocyte	CYLD	-0.27	9.3	2.93e-07
